organizationid,organizationname,locationid,locationname,categoryid,categoryname,menuitemid,menuitemname,catalogid,itemunitprice,price_changed_on,item_class_type,entitytype,calories,protein,sugar,fat,is_alcoholic,is_vegetarian_item,is_vegan_item,has_allergen,is_active,is_deleted,gms_created_on,gms_modified_on,sysinserttime,average_rating,rating_count,norm_ts_name
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-58ead2d4-50df-4285-831a-d8a09d1de1c8,Postres(PB),itm-e81d4883-643e-4d20-b8e7-695633037a98,Tres Leches Cake(PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,6.0000,2025-09-12 06:16:28.42642,0,Item,400 calories,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-09-11 07:10:46.636025,2025-09-11 09:49:37.544194,2026-05-12 14:35:54.174971,NULL,NULL,cake leches pb tres
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-24066e7d-327c-4d16-80b1-4e703233c36e,jarritos(PB),itm-ecca0c7f-f1db-48f4-8a44-4220e4961c2c,Fruit Punch(PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,3.1000,2025-07-01 06:11:05.172973,0,Item,140,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-07-01 06:11:03.988726,2025-09-12 09:46:37.392248,2026-05-12 14:35:54.174971,NULL,NULL,fruit pb punch
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-978febf4-ab79-4b69-b68d-41fb925045c3,Burritos(PB),itm-35f218ea-45c2-4f08-b287-706af73cf04f,Ground Beef Burrito (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,6.0000,2025-09-11 12:20:57.798606,0,Item,785,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487628,2025-09-12 09:46:37.392238,2026-05-12 14:35:54.174971,NULL,NULL,beef burrito ground pb
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-978febf4-ab79-4b69-b68d-41fb925045c3,Burritos(PB),itm-caf476a1-255b-465c-a0c2-40481ecb3be5,Triple Fusion Burrito (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,7.0000,2025-09-11 08:44:10.554646,0,Item,895,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.48763,2025-09-12 09:46:37.392239,2026-05-12 14:35:54.174971,NULL,NULL,burrito fusion pb triple
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-baef806c-9c0e-4b8e-8c81-4c9214119838,Tacos(PB),itm-df8c1e63-7a1e-4c36-aa1a-2bc8e0128188,Build Your Own Tacos (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,4.0000,2025-09-11 08:44:10.554648,0,Item,310,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.495336,2025-09-15 04:46:07.762544,2026-05-12 14:35:54.174971,NULL,NULL,build own pb tacos your
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-3b6704fc-effa-4ebf-a197-a92f48923e4c,Bowls,itm-2d02e723-3d08-4b6e-9049-ffee3a5f1dee,Chicken Burrito Bowl (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,5.5000,2025-09-11 12:20:57.798604,0,Item,800,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487624,2025-09-12 09:46:37.392236,2026-05-12 14:35:54.174971,NULL,NULL,bowl burrito chicken pb
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-24066e7d-327c-4d16-80b1-4e703233c36e,jarritos(PB),itm-328cb8a7-b822-4062-8179-e48a34c3993c,Mango(PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,3.1000,2025-07-01 06:11:05.192816,0,Item,140,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-07-01 06:11:03.988728,2025-09-12 09:46:37.392249,2026-05-12 14:35:54.174971,NULL,NULL,mango pb
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-2637bd40-dcd7-4b43-b594-034db7c11745,Drinks(PB),itm-a3ec7ccc-ff48-4a77-9b59-3f52be9f7184,Unsweetened Iced Tea (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,0.2000,2025-09-11 11:09:54.019111,0,Item,0,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487635,2025-09-12 09:46:37.392241,2026-05-12 14:35:54.174971,NULL,NULL,iced pb tea unsweetened
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-24066e7d-327c-4d16-80b1-4e703233c36e,jarritos(PB),itm-57fe01c7-9dde-4553-b0ad-0c8e37078d67,Passion Fruit(PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,3.1000,2025-07-01 06:11:05.182019,0,Item,140,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-07-01 06:11:03.988727,2025-09-12 09:46:37.392248,2026-05-12 14:35:54.174971,NULL,NULL,fruit passion pb
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-3b6704fc-effa-4ebf-a197-a92f48923e4c,Bowls,itm-1d968e29-1adc-4a59-9991-ccac018b996d,Vegetarian Burrito Bowl (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,5.0000,2025-09-11 12:20:57.798607,0,Item,500,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487625,2025-09-12 09:46:37.392236,2026-05-12 14:35:54.174971,NULL,NULL,bowl burrito pb vegetarian
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-dab89f2b-56cd-4038-9228-aff7a38e8c98,Build Your Own	,itm-4c27461b-4f50-4955-a88c-95ef293b0d16,Build Your Own Bowl (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,5.0000,2025-09-11 11:24:07.514132,0,Item,600-900,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487622,2025-09-12 09:46:37.392235,2026-05-12 14:35:54.174971,NULL,NULL,bowl build own pb your
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-414e31ec-0fab-4e53-8f63-831e4f38d9f4,Quesadillas(PB),itm-d608c638-4af6-4e65-9171-018faff51a39,Build Your Own Quesadilla (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,3.9900,2025-06-27 19:14:47.062464,0,Item,610,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487636,2025-09-12 09:46:37.392242,2026-05-12 14:35:54.174971,NULL,NULL,build own pb quesadilla your
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-dab89f2b-56cd-4038-9228-aff7a38e8c98,Build Your Own	,itm-df8c1e63-7a1e-4c36-aa1a-2bc8e0128188,Build Your Own Tacos (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,4.0000,2025-09-11 08:44:10.554648,0,Item,310,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.495336,2025-09-15 04:46:07.762544,2026-05-12 14:35:54.174971,NULL,NULL,build own pb tacos your
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-2637bd40-dcd7-4b43-b594-034db7c11745,Drinks(PB),itm-24b5c913-a255-46b1-b7d6-c8d8372e0a36,Sweetened Iced Tea (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,0.2000,2025-09-11 11:09:54.022824,0,Item,120,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487635,2025-09-15 05:13:19.400887,2026-05-12 14:35:54.174971,NULL,NULL,iced pb sweetened tea
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-dab89f2b-56cd-4038-9228-aff7a38e8c98,Build Your Own	,itm-88c040e5-8e42-46d1-a184-4c59e14cd6f6,Build Your Own Burrito (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,4.5000,2025-09-11 08:44:10.554645,0,Item,735,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487626,2025-09-12 09:46:37.392237,2026-05-12 14:35:54.174971,NULL,NULL,build burrito own pb your
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-dab89f2b-56cd-4038-9228-aff7a38e8c98,Build Your Own	,itm-c725c121-8389-431d-a777-d122cee7e5a5,Loaded Nachos (PB) ,catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,5.0000,2025-09-11 08:44:10.554656,0,Item,814,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.495333,2026-04-27 18:37:00.571334,2026-05-12 14:35:54.174971,NULL,NULL,loaded nachos pb
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-24066e7d-327c-4d16-80b1-4e703233c36e,jarritos(PB),itm-16214232-1f39-4df9-bdf3-426620619193,Strawberry(PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,3.1000,2025-07-01 06:11:05.187363,0,Item,140,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-07-01 06:11:03.988728,2025-09-12 09:46:37.392248,2026-05-12 14:35:54.174971,NULL,NULL,pb strawberry
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-3b6704fc-effa-4ebf-a197-a92f48923e4c,Bowls(PB),itm-8bbd39c6-71a0-49d3-878d-bb682e2dc428,Carnitas Burrito Bowl (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,6.0000,2025-09-11 11:52:46.150719,0,Item,800,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487623,2025-09-12 09:46:37.392235,2026-05-12 14:35:54.174971,NULL,NULL,bowl burrito carnitas pb
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-aa95cf50-55ba-4610-89c3-bce5e31d8154,Sides(PB),itm-2fe51e1c-9c08-4f9d-908d-bfb0edaf477b,Elotes (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,4.0000,2025-09-11 08:44:10.554657,0,Item,210,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.49533,2025-09-12 09:46:37.392243,2026-05-12 14:35:54.174971,NULL,NULL,elotes pb
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-baef806c-9c0e-4b8e-8c81-4c9214119838,Tacos(PB),itm-ffa972b5-d7e3-4c50-9433-d608b8633a28,Pulled Pork Taco (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,4.0000,2025-09-11 08:44:10.554648,0,Item,275,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.495338,2025-09-12 09:46:37.392246,2026-05-12 14:35:54.174971,NULL,NULL,pb pork pulled taco
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-baef806c-9c0e-4b8e-8c81-4c9214119838,Tacos(PB),itm-d85be48a-4b04-44e5-81b9-e26e42b30d11,Chicken Taco (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,4.5000,2025-09-11 08:44:10.554648,0,Item,250,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.495338,2025-09-12 09:46:37.392246,2026-05-12 14:35:54.174971,NULL,NULL,chicken pb taco
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-978febf4-ab79-4b69-b68d-41fb925045c3,Burritos(PB),itm-88c040e5-8e42-46d1-a184-4c59e14cd6f6,Build Your Own Burrito (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,4.5000,2025-09-11 08:44:10.554645,0,Item,735,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487626,2025-09-12 09:46:37.392237,2026-05-12 14:35:54.174971,NULL,NULL,build burrito own pb your
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-978febf4-ab79-4b69-b68d-41fb925045c3,Burritos(PB),itm-7fe17e79-bb8f-4c09-b7cf-b11bb89897df,Shrimp Burrito (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,6.5000,2025-09-11 08:44:10.554646,0,Item,635 ,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487629,2025-09-12 09:46:37.392238,2026-05-12 14:35:54.174971,NULL,NULL,burrito pb shrimp
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-24066e7d-327c-4d16-80b1-4e703233c36e,jarritos(PB),itm-04e0a670-770e-4ca1-be64-28066c02fb19,Pineapple(PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,3.1000,2025-07-01 06:11:05.204155,0,Item,172,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-07-01 06:11:03.98873,2025-09-12 09:46:37.39225,2026-05-12 14:35:54.174971,NULL,NULL,pb pineapple
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-58ead2d4-50df-4285-831a-d8a09d1de1c8,Postres(PB),itm-37bb46ef-9782-4366-9c77-621fbe273d25,Fried Ice Cream (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,6.0000,2025-09-12 06:16:28.42642,0,Item,400 calories,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-09-11 07:10:46.636024,2025-09-11 09:51:34.655988,2026-05-12 14:35:54.174971,NULL,NULL,cream fried ice pb
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-2637bd40-dcd7-4b43-b594-034db7c11745,Drinks(PB),itm-39289b78-4daf-40b3-8b12-8f3fe36f020b,Jarritos (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,3.1000,2025-07-07 05:51:52.91168,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,False,False,2025-06-27 19:14:42.487633,2025-09-22 15:18:03.16095,2026-05-12 14:35:54.174971,NULL,NULL,jarritos pb
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-baef806c-9c0e-4b8e-8c81-4c9214119838,Tacos(PB),itm-802f6f03-0b95-440d-9a22-5d3a192bf868,Veggie Taco (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,4.0000,2025-09-11 12:20:57.798605,0,Item,210,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.49534,2025-09-12 09:46:37.392247,2026-05-12 14:35:54.174971,NULL,NULL,pb taco veggie
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-baef806c-9c0e-4b8e-8c81-4c9214119838,Tacos(PB),itm-12f5fe78-ab9f-49e0-a9d6-ae836b493add,Pico’s Al Pastor Taco(PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,5.5000,2025-09-11 12:20:57.798605,0,Item,306,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-07-07 05:51:51.768044,2025-09-15 04:46:24.129759,2026-05-12 14:35:54.174971,NULL,NULL,al pastor pb pico s taco
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-978febf4-ab79-4b69-b68d-41fb925045c3,Burritos(PB),itm-7b3e63de-09ff-42eb-8f89-5fc0696ef385,Chicken Burrito (PB),catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,5.0000,2025-09-11 12:20:57.798606,0,Item,695,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.487627,2025-09-12 09:46:37.392237,2026-05-12 14:35:54.174971,NULL,NULL,burrito chicken pb
org-d4efebe6-0ab3-4f44-a113-b9653a58c1d2,GRUBBRR Demos,loc-d45f4b24-0d3a-4ed2-a2c1-836ffd78e021,Pico Burrito Demo,cat-aa95cf50-55ba-4610-89c3-bce5e31d8154,Sides(PB),itm-c725c121-8389-431d-a777-d122cee7e5a5,Loaded Nachos (PB) ,catlg-e43f1efc-34ec-4723-a5d2-a3410c82b197,5.0000,2025-09-11 08:44:10.554656,0,Item,814,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2025-06-27 19:14:42.495333,2026-04-27 18:37:00.571334,2026-05-12 14:35:54.174971,NULL,NULL,loaded nachos pb
