organizationid,organizationname,locationid,locationname,menuitemid,menuitemname,catalogid,itemunitprice,price_changed_on,item_class_type,entitytype,calories,protein,sugar,fat,is_alcoholic,is_vegetarian_item,is_vegan_item,has_allergen,is_active,is_deleted,gms_created_on,gms_modified_on,sysinserttime,average_rating,rating_count
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-b8ed4690-a0b2-4d58-9705-b632e9788c74,Cheesy Bacon Ranch Cheesesteak,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,0.900,2026-07-20 21:08:04.762007,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-d0c3ef20-d400-467d-8f8f-5bdda8785b1a,Craft Your Own: Wagon Wheels,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,9.000,2026-07-20 21:08:04.519988,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-b665811a-cbe6-487a-a5b9-a5e49f8742c7,Shrimp Tempura Roll,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,0.100,2026-07-20 21:08:04.189459,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-3bcac7b7-6ced-48a9-a0e9-69f07856840c,Bowl - Fuego Gringo,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,10.000,2026-07-20 21:08:04.613954,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-009a7949-98ef-4823-8ce4-04cdba77c7ee,Triple Fusion Burritos,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,0.290,2026-07-20 21:08:04.12699,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-b7785806-1725-4a9e-8d04-48d6b4f962c8,Protein - Pulled Pork - Small,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,11.000,2026-07-20 21:08:04.881767,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-869491af-d458-442b-861d-4220950fa613,Lemon Sparkling Water - Poland Springs 16 oz.,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.000,2026-07-20 21:08:04.715436,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-fbaff9bb-6ac5-4821-8054-3e762d6f53b2,The Pistachio Milkshake,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,5.990,2026-07-20 21:08:05.003264,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-506b9ab9-0ae8-411b-a351-86fb634f923b,Buffalo Chicken,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,7.990,2026-07-20 21:08:04.672987,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-2d731c85-fde8-4321-bf41-8e8699dd78ea,G-Vodka,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.000,2026-07-20 21:08:04.305616,0,Item,,NULL,NULL,NULL,True,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-21 17:23:12.447039,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-d0a1a893-3231-4144-8343-913a7832cd72,Craft Your Own - Taco Bowl,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,10.000,2026-07-20 21:08:04.494676,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-2635c3a6-fdf9-47bc-94cf-4e1a1164bf93,Meat the Mac,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,15.000,2026-07-20 21:08:04.702101,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-22 08:51:18.695895,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-94c12177-b353-4cdc-8d3f-aa1e9bfc700c,Cheese Fried momos,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,1.100,2026-07-20 21:08:04.152928,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-22 07:26:04.699427,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-dce1608a-c38d-4fa2-82a9-87062b72f958,Joseph's Fries,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,6.950,2026-07-20 21:08:05.223393,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-205c8afe-c8d7-4692-9847-661d7d52b939,Detroit - Shrooms,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,13.000,2026-07-20 21:08:04.377541,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-b88dd35e-c19b-4184-8060-d0a4bef14292,Fiji Water,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.000,2026-07-20 21:08:05.13936,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-0d708fac-3cd1-4ec6-85e4-813f63c30305,Bowl - Chicken Fajita,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,10.000,2026-07-20 21:08:04.71023,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-b420df99-1a78-4f96-a199-286c972d57e6,Italian Shiraz,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,1.000,2026-07-21 17:23:12.98002,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-ed69b40c-990e-4621-8ad1-031e3f2d1b6e,Neapolitan Wood Fired - Sausage & Roasted Peppers,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,14.000,2026-07-20 21:08:04.346983,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-88050edb-aa59-485f-bf46-c570afd2a805,Buffalo Chicken Tenders 4PC,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,7.690,2026-07-20 21:08:04.961829,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-96cc145f-3314-45c5-90ac-54df59f6deae,Orange Sparkling Water - Poland Springs 16 oz.,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.000,2026-07-20 21:08:05.179306,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-a1e43b13-6e4b-4aaa-8814-3c73256318bb,Craft Your Own: Hot Dog,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,5.590,2026-07-20 21:08:04.578371,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-459c5514-673d-45f4-a7d7-e02afa8d6e58,Chili Cheese Tots,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,5.790,2026-07-20 21:08:04.977453,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-1d29cbac-47c0-409f-829d-3bb2de81baca,Delta Queen Coleslaw,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,NULL,NULL,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-833bf351-e8e5-41b0-9530-0374e7b0b639,Craft Your Own - Sub,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,12.000,2026-07-20 21:08:04.220055,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-f5150bf5-a101-450c-b84c-0bcd7fe264d4,Bowl - Fire Chicken,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,10.000,2026-07-20 21:08:04.858806,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-8bf2aa1d-ce05-444e-bba2-03250c589012,Garlic Bread,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,4.000,2026-07-20 21:08:04.044582,0,Item,,NULL,NULL,NULL,True,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-22 07:26:04.699425,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-53dbe946-a2fd-4611-ae13-a9607188f2ba,Cheese Sandwich,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,1.000,2026-07-20 21:08:04.161271,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-22 07:26:04.699428,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-4aaebb91-0417-4f44-b1da-d43cf07d249e,Single Burger,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,6.490,2026-07-20 21:08:05.038223,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-a601f07b-69c3-4c83-8224-1d886b94ec6a,Sprit,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,0.500,2026-07-21 17:23:12.980019,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-6fb00844-2cbf-4850-8308-c309fcaba642,Corn Bread W/ Honey Butter,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.000,2026-07-20 21:08:04.919326,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-1ab4a181-4548-4b3a-a141-a665dd3e2fc2,Cajun,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,8.990,2026-07-20 21:08:04.68029,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-5287aa70-7a9e-49dd-ac4f-ac1a35966df6,Neapolitan Wood Fired - Formaggio Bianco,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,13.000,2026-07-20 21:08:04.662438,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-80741f4a-57e7-408c-9323-d5dea4cc4c4d,Kansas City Ribs - Full Rack,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,30.000,2026-07-20 21:08:04.241231,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-73967330-9129-43a9-8665-415b0fa0ca8a,Saratoga Sparkling,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.778206,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-2bec63fb-d54a-4092-8723-a7f13b474ebd,Veg steam momos,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,0.500,2026-07-20 21:08:04.14405,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-f2230550-6db6-4a46-8a0e-c4bb2da31e71,Sister's Mac & Cheese,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,0.100,2026-07-20 21:08:04.984871,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-22 08:51:18.695896,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-3eced223-a17d-4ae9-a3a8-a1b1125f41d7,Lemon Sparkling Water - Poland Springs 16 oz.,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.000,2026-07-20 21:08:05.174893,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-a8d8af88-f9e1-4ae4-8262-2315b1506668,Build Your Own - Baked Potato,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,13.000,2026-07-20 21:08:04.523887,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-22 08:51:18.695895,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-22c46150-e7c9-495a-8557-569191751bf0,Pesto pasta,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,1.990,2026-07-20 21:08:04.181373,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,itm-e984efda-9da9-467b-9cef-3947482a6e35,Italian Tomato Mix,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,0.500,2026-07-20 21:08:04.068634,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 06:05:44.158742,NULL,NULL
