locationid,frequentcustomerid,transactionheaderid,menuitemid,itemname,item_class_type,itemquantity,itemunitprice,numberofitems,ordersubtotal,ordertypelabel,orderdatelocal,businessdate,yyyy,mm,dd,hh,ww,yyww
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000005,itm-cd5a58ed-3730-4baa-b1a4-0bd8aa97f97f,Spring Salad,1,1,10.00,3,20.59,DineIn,2026-04-10 14:04:00,2026-04-10,2026,04,10,14,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000005,itm-d76c6eec-e334-4c1a-b92b-0ab826b99099,Full Chili Cheese Fries,2,1,7.99,3,20.59,DineIn,2026-04-10 14:04:00,2026-04-10,2026,04,10,14,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000005,itm-3066622e-6996-4e40-a4f6-034565b09891,Hosmer Black Cherry,3,1,2.60,3,20.59,DineIn,2026-04-10 14:04:00,2026-04-10,2026,04,10,14,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000006,itm-c3757d4c-00a1-4d8b-96ad-bc5f91e1ab8c,Pit Master,5,1,65.00,3,67.00,DineIn,2026-04-11 12:59:00,2026-04-11,2026,04,11,12,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000006,itm-31cb89c8-f85f-48f7-bbc9-a50c0c34b64c,Shirley Potato Salad,2,1,0.00,3,67.00,DineIn,2026-04-11 12:59:00,2026-04-11,2026,04,11,12,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000006,itm-38ffd851-a6f1-475b-adc9-3e0c1f885a9c,Orange Sparkling Water - Poland Springs 16 oz.,3,1,2.00,3,67.00,DineIn,2026-04-11 12:59:00,2026-04-11,2026,04,11,12,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000007,itm-1c015b26-b82f-4b71-90b8-c8fa6e962723,Cheesesteak Sandwich,1,1,9.29,2,11.89,DineIn,2026-05-03 20:08:00,2026-05-03,2026,05,03,20,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000007,itm-5ccb7c5d-ff66-4e70-b180-6ba1f41c371a,CocaCola,3,1,2.60,2,11.89,DineIn,2026-05-03 20:08:00,2026-05-03,2026,05,03,20,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000008,itm-17e43ef9-d687-4d01-88b6-4123e31a3852,Buffalo Chicken,1,1,7.99,5,43.19,DineIn,2026-04-12 14:59:00,2026-04-12,2026,04,12,14,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000008,itm-1d5c7c26-a75a-4669-ba3f-290c598e9e4e,Burnt Ends - Large,1,1,25.00,5,43.19,DineIn,2026-04-12 14:59:00,2026-04-12,2026,04,12,14,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000008,itm-5ccb7c5d-ff66-4e70-b180-6ba1f41c371a,CocaCola,3,1,2.60,5,43.19,DineIn,2026-04-12 14:59:00,2026-04-12,2026,04,12,14,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000008,itm-3066622e-6996-4e40-a4f6-034565b09891,Hosmer Black Cherry,3,1,2.60,5,43.19,DineIn,2026-04-12 14:59:00,2026-04-12,2026,04,12,14,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000008,itm-cb23f5ca-acf7-4802-874c-0c3ea884978d,Banana Pudding,4,1,5.00,5,43.19,DineIn,2026-04-12 14:59:00,2026-04-12,2026,04,12,14,15,2615
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000009,itm-cae9625c-2da5-421c-82da-1fd67b8359b7,BBQ Sandwich,5,1,10.00,6,35.80,DineIn,2026-05-08 19:02:00,2026-05-08,2026,05,08,19,19,2619
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000009,itm-2b26a3f9-95c6-44f9-b86d-0b8b2fe8e165,Bowl - El Gringo,1,1,10.00,6,35.80,DineIn,2026-05-08 19:02:00,2026-05-08,2026,05,08,19,19,2619
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000009,itm-509f28a9-f591-4e13-8001-28b5275f97ba,Chips & Guac,2,1,4.50,6,35.80,DineIn,2026-05-08 19:02:00,2026-05-08,2026,05,08,19,19,2619
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000009,itm-01843536-d50c-47ed-9eae-bcc7dbbb775d,Raspberry Lime Sparkling Water - Poland Springs,3,1,2.00,6,35.80,DineIn,2026-05-08 19:02:00,2026-05-08,2026,05,08,19,19,2619
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000009,itm-383cd6e1-6af5-4763-a173-f6b73a42493c,Regular Milkshake,3,1,5.30,6,35.80,DineIn,2026-05-08 19:02:00,2026-05-08,2026,05,08,19,19,2619
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000009,itm-ee0fc09a-0dc4-4f37-ad2a-01a12cb0540e,Sugar Cookie Ice Cream Parfait,4,1,4.00,6,35.80,DineIn,2026-05-08 19:02:00,2026-05-08,2026,05,08,19,19,2619
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000010,itm-f15663c7-fcb2-4dd7-85ab-a8e5b60e875c,Crispy Chicken Sandwich,1,1,7.99,4,21.18,DineIn,2026-04-01 18:06:00,2026-04-01,2026,04,01,18,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000010,itm-5f98c30a-e8a0-4c9d-9755-ebe724c279e5,Grilled Chicken Sandwich,1,1,7.99,4,21.18,DineIn,2026-04-01 18:06:00,2026-04-01,2026,04,01,18,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000010,itm-e7c58019-839c-4600-8ecd-b59f52df5f45,Soda - Hosmer Root Beer,3,1,2.60,4,21.18,DineIn,2026-04-01 18:06:00,2026-04-01,2026,04,01,18,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000010,itm-5ccb7c5d-ff66-4e70-b180-6ba1f41c371a,CocaCola,3,1,2.60,4,21.18,DineIn,2026-04-01 18:06:00,2026-04-01,2026,04,01,18,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000011,itm-2b26a3f9-95c6-44f9-b86d-0b8b2fe8e165,Bowl - El Gringo,1,1,10.00,5,30.19,DineIn,2026-04-25 17:55:00,2026-04-25,2026,04,25,17,17,2617
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000011,itm-cae9625c-2da5-421c-82da-1fd67b8359b7,BBQ Sandwich,5,1,10.00,5,30.19,DineIn,2026-04-25 17:55:00,2026-04-25,2026,04,25,17,17,2617
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000011,itm-e15bf874-b882-4027-92e5-b56d325d73c5,Mac & Cheese Bites,2,1,4.99,5,30.19,DineIn,2026-04-25 17:55:00,2026-04-25,2026,04,25,17,17,2617
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000011,itm-4452ef99-309a-4d5d-af3a-089131b7af5c,Hosmer Root Beer,3,1,2.60,5,30.19,DineIn,2026-04-25 17:55:00,2026-04-25,2026,04,25,17,17,2617
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000011,itm-e68b012d-d5ec-4aa2-bc9c-50900526b829,Water - San Pellegrino 16 oz.,3,1,2.60,5,30.19,DineIn,2026-04-25 17:55:00,2026-04-25,2026,04,25,17,17,2617
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000012,itm-d0a1a893-3231-4144-8343-913a7832cd72,Craft Your Own - Taco Bowl,1,1,10.00,6,33.20,DineIn,2026-04-05 07:49:00,2026-04-05,2026,04,05,07,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000012,itm-d50bd05f-3d37-4ab3-92f3-5360c65f5a4f,3 Tacos - El Gringo,1,1,10.00,6,33.20,DineIn,2026-04-05 07:49:00,2026-04-05,2026,04,05,07,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000012,itm-4b0847a8-8b2c-4108-9e94-08a58264e1b3,Chips & Salsa,2,1,3.50,6,33.20,DineIn,2026-04-05 07:49:00,2026-04-05,2026,04,05,07,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000012,itm-509f28a9-f591-4e13-8001-28b5275f97ba,Chips & Guac,2,1,4.50,6,33.20,DineIn,2026-04-05 07:49:00,2026-04-05,2026,04,05,07,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000012,itm-e68b012d-d5ec-4aa2-bc9c-50900526b829,Water - San Pellegrino 16 oz.,3,1,2.60,6,33.20,DineIn,2026-04-05 07:49:00,2026-04-05,2026,04,05,07,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000012,itm-aad307a7-a2a8-40f7-a072-2f0e82421e9f,Coca-Cola,3,1,2.60,6,33.20,DineIn,2026-04-05 07:49:00,2026-04-05,2026,04,05,07,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000013,itm-e058dd5e-f97e-46f8-afe4-824db05ee070,3 Tacos - Fire Chicken,1,1,10.00,6,46.60,DineIn,2026-05-30 14:23:00,2026-05-30,2026,05,30,14,22,2622
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000013,itm-2b89fddc-06bd-4dca-a8eb-26ae2df7ca24,Meat & Three,5,1,25.00,6,46.60,DineIn,2026-05-30 14:23:00,2026-05-30,2026,05,30,14,22,2622
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000013,itm-4b0847a8-8b2c-4108-9e94-08a58264e1b3,Chips & Salsa,2,1,3.50,6,46.60,DineIn,2026-05-30 14:23:00,2026-05-30,2026,05,30,14,22,2622
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000013,itm-509f28a9-f591-4e13-8001-28b5275f97ba,Chips & Guac,2,1,4.50,6,46.60,DineIn,2026-05-30 14:23:00,2026-05-30,2026,05,30,14,22,2622
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000013,itm-b61ccb82-3a09-47d3-bdad-99de67aefcff,Soda - Sprite,3,1,2.60,6,46.60,DineIn,2026-05-30 14:23:00,2026-05-30,2026,05,30,14,22,2622
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000013,itm-1aa27755-1a22-4dad-81e4-80b86b9498b9,Bottled Water,3,1,1.00,6,46.60,DineIn,2026-05-30 14:23:00,2026-05-30,2026,05,30,14,22,2622
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000014,itm-c8977a8f-6805-406b-81a1-7924b4836269,Kansas City Ribs - 1/2 Rack,1,1,18.00,7,58.59,DineIn,2026-05-14 13:07:00,2026-05-14,2026,05,14,13,20,2620
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000014,itm-e49cf590-282c-4586-baba-c0043d46499c,Buffalo Chicken Tenders 4PC,1,1,7.69,7,58.59,DineIn,2026-05-14 13:07:00,2026-05-14,2026,05,14,13,20,2620
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000014,itm-1d5c7c26-a75a-4669-ba3f-290c598e9e4e,Burnt Ends - Large,1,1,25.00,7,58.59,DineIn,2026-05-14 13:07:00,2026-05-14,2026,05,14,13,20,2620
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000014,itm-f2230550-6db6-4a46-8a0e-c4bb2da31e71,Sister's Mac & Cheese,2,1,0.10,7,58.59,DineIn,2026-05-14 13:07:00,2026-05-14,2026,05,14,13,20,2620
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000014,itm-a5909612-e628-4cb5-9386-a13f29664b1f,Freaky Dog Birch Beer,3,1,2.60,7,58.59,DineIn,2026-05-14 13:07:00,2026-05-14,2026,05,14,13,20,2620
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000014,itm-e68b012d-d5ec-4aa2-bc9c-50900526b829,Water - San Pellegrino 16 oz.,3,1,2.60,7,58.59,DineIn,2026-05-14 13:07:00,2026-05-14,2026,05,14,13,20,2620
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000014,itm-2d484a79-2a2b-48a2-a29b-afefc3d0a0cb,Bottled Soda 20oz,3,1,2.60,7,58.59,DineIn,2026-05-14 13:07:00,2026-05-14,2026,05,14,13,20,2620
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000015,itm-cd5a58ed-3730-4baa-b1a4-0bd8aa97f97f,Spring Salad,1,1,10.00,10,67.29,DineIn,2026-04-29 19:05:00,2026-04-29,2026,04,29,19,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000015,itm-2635c3a6-fdf9-47bc-94cf-4e1a1164bf93,Meat the Mac,5,1,15.00,10,67.29,DineIn,2026-04-29 19:05:00,2026-04-29,2026,04,29,19,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000015,itm-1cfd98d6-e8b9-46b0-aaa0-f1d285991f7b,Casa,1,1,9.00,10,67.29,DineIn,2026-04-29 19:05:00,2026-04-29,2026,04,29,19,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000015,itm-84bf4a3f-3363-4483-ad72-3d563bcd0022,Classic Pepperoni Pizza,1,1,14.99,10,67.29,DineIn,2026-04-29 19:05:00,2026-04-29,2026,04,29,19,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000015,itm-6aa7e8c8-9f2d-45e2-8591-ee068951ee26,Citta Pasta Meatballs,2,1,3.00,10,67.29,DineIn,2026-04-29 19:05:00,2026-04-29,2026,04,29,19,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000015,itm-0898de09-e188-4434-af1a-2a77c291d99f,Tomato Basil Bisque,2,1,5.00,10,67.29,DineIn,2026-04-29 19:05:00,2026-04-29,2026,04,29,19,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000015,itm-b61ccb82-3a09-47d3-bdad-99de67aefcff,Soda - Sprite,3,1,2.60,10,67.29,DineIn,2026-04-29 19:05:00,2026-04-29,2026,04,29,19,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000015,itm-aad307a7-a2a8-40f7-a072-2f0e82421e9f,Coca-Cola,3,2,2.60,10,67.29,DineIn,2026-04-29 19:05:00,2026-04-29,2026,04,29,19,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000015,itm-a40cc822-5a00-49ec-8c0b-fa64004602bd,S'mores Cookie,4,1,2.50,10,67.29,DineIn,2026-04-29 19:05:00,2026-04-29,2026,04,29,19,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000016,itm-d1990edd-90a8-4bce-9fbe-47793db453eb,Drunken Rig,1,1,12.00,3,18.00,DineIn,2026-04-16 14:20:00,2026-04-16,2026,04,16,14,16,2616
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000016,itm-33f8fb40-de66-4664-99e4-c69cb145bf5d,Garlic Bread,2,1,4.00,3,18.00,DineIn,2026-04-16 14:20:00,2026-04-16,2026,04,16,14,16,2616
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000016,itm-b88dd35e-c19b-4184-8060-d0a4bef14292,Fiji Water,3,1,2.00,3,18.00,DineIn,2026-04-16 14:20:00,2026-04-16,2026,04,16,14,16,2616
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000017,itm-5f98c30a-e8a0-4c9d-9755-ebe724c279e5,Grilled Chicken Sandwich,1,1,7.99,5,27.58,DineIn,2026-04-15 14:05:00,2026-04-15,2026,04,15,14,16,2616
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000017,itm-1cfd98d6-e8b9-46b0-aaa0-f1d285991f7b,Casa,1,1,9.00,5,27.58,DineIn,2026-04-15 14:05:00,2026-04-15,2026,04,15,14,16,2616
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000017,itm-1458f5cd-fa7b-4c88-9aa2-fff481b72015,Fried Pickles,2,1,5.99,5,27.58,DineIn,2026-04-15 14:05:00,2026-04-15,2026,04,15,14,16,2616
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000017,itm-463966b6-3acc-470a-902a-7292929b020a,Raspberry Lime Sparkling Water - Poland Springs 16 oz.,3,1,2.00,5,27.58,DineIn,2026-04-15 14:05:00,2026-04-15,2026,04,15,14,16,2616
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000017,itm-4452ef99-309a-4d5d-af3a-089131b7af5c,Hosmer Root Beer,3,1,2.60,5,27.58,DineIn,2026-04-15 14:05:00,2026-04-15,2026,04,15,14,16,2616
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000018,itm-2635c3a6-fdf9-47bc-94cf-4e1a1164bf93,Meat the Mac,5,1,15.00,5,46.60,DineIn,2026-04-20 18:04:00,2026-04-20,2026,04,20,18,17,2617
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000018,itm-2b89fddc-06bd-4dca-a8eb-26ae2df7ca24,Meat & Three,5,1,25.00,5,46.60,DineIn,2026-04-20 18:04:00,2026-04-20,2026,04,20,18,17,2617
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000018,itm-3e938888-5d8e-436f-b5e7-f09ac4c66953,Chicken Cutlet,2,1,3.00,5,46.60,DineIn,2026-04-20 18:04:00,2026-04-20,2026,04,20,18,17,2617
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000018,itm-5ccb7c5d-ff66-4e70-b180-6ba1f41c371a,CocaCola,3,1,2.60,5,46.60,DineIn,2026-04-20 18:04:00,2026-04-20,2026,04,20,18,17,2617
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000018,itm-fbae59b1-7c83-4ec4-b716-a07ee152a3a7,Bottled Water 16.9oz,3,1,1.00,5,46.60,DineIn,2026-04-20 18:04:00,2026-04-20,2026,04,20,18,17,2617
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000019,itm-c0341a11-6b12-45c9-b931-1d94aeb655a4,Small Plate,5,1,15.00,7,96.90,DineIn,2026-04-05 11:09:00,2026-04-05,2026,04,05,11,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000019,itm-c3757d4c-00a1-4d8b-96ad-bc5f91e1ab8c,Pit Master,5,1,65.00,7,96.90,DineIn,2026-04-05 11:09:00,2026-04-05,2026,04,05,11,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000019,itm-53dbe946-a2fd-4611-ae13-a9607188f2ba,Cheese Sandwich,2,1,1.00,7,96.90,DineIn,2026-04-05 11:09:00,2026-04-05,2026,04,05,11,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000019,itm-33f8fb40-de66-4664-99e4-c69cb145bf5d,Garlic Bread,2,1,4.00,7,96.90,DineIn,2026-04-05 11:09:00,2026-04-05,2026,04,05,11,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000019,itm-48a0a9ed-cf84-46a4-8a26-45d1b823c74b,Diet Coke 20 oz,3,1,2.60,7,96.90,DineIn,2026-04-05 11:09:00,2026-04-05,2026,04,05,11,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000019,itm-383cd6e1-6af5-4763-a173-f6b73a42493c,Regular Milkshake,3,1,5.30,7,96.90,DineIn,2026-04-05 11:09:00,2026-04-05,2026,04,05,11,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000019,itm-73ffce10-bf35-4f37-988a-a8f2ffc4374a,Reese's Peanut Butter Cup Cookie Ice Cream Parfait,4,1,4.00,7,96.90,DineIn,2026-04-05 11:09:00,2026-04-05,2026,04,05,11,14,2614
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000020,itm-c0341a11-6b12-45c9-b931-1d94aeb655a4,Small Plate,5,1,15.00,5,40.50,DineIn,2026-05-01 11:32:00,2026-05-01,2026,05,01,11,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000020,itm-3bcac7b7-6ced-48a9-a0e9-69f07856840c,Bowl - Fuego Gringo,1,1,10.00,5,40.50,DineIn,2026-05-01 11:32:00,2026-05-01,2026,05,01,11,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000020,itm-2b26a3f9-95c6-44f9-b86d-0b8b2fe8e165,Bowl - El Gringo,1,1,10.00,5,40.50,DineIn,2026-05-01 11:32:00,2026-05-01,2026,05,01,11,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000020,itm-4b0847a8-8b2c-4108-9e94-08a58264e1b3,Chips & Salsa,2,1,3.50,5,40.50,DineIn,2026-05-01 11:32:00,2026-05-01,2026,05,01,11,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000020,itm-463966b6-3acc-470a-902a-7292929b020a,Raspberry Lime Sparkling Water - Poland Springs 16 oz.,3,1,2.00,5,40.50,DineIn,2026-05-01 11:32:00,2026-05-01,2026,05,01,11,18,2618
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000021,itm-b88dd35e-c19b-4184-8060-d0a4bef14292,Fiji Water,3,1,2.00,1,2.00,DineIn,2026-05-21 18:29:00,2026-05-21,2026,05,21,18,21,2621
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000022,itm-17e43ef9-d687-4d01-88b6-4123e31a3852,Buffalo Chicken,1,1,7.99,10,56.26,DineIn,2026-06-07 12:56:00,2026-06-07,2026,06,07,12,23,2623
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000022,itm-cae9625c-2da5-421c-82da-1fd67b8359b7,BBQ Sandwich,5,1,10.00,10,56.26,DineIn,2026-06-07 12:56:00,2026-06-07,2026,06,07,12,23,2623
loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,,ord-000022,itm-3ba8ee42-26d3-423a-8676-dfd376cbf8aa,Craft Your Own Fresh-Made Salad,1,1,11.00,10,56.26,DineIn,2026-06-07 12:56:00,2026-06-07,2026,06,07,12,23,2623
