organizationid,organizationname,locationid,locationname,categoryid,categoryname,menuitemid,menuitemname,catalogid,itemunitprice,price_changed_on,item_class_type,entitytype,calories,protein,sugar,fat,is_alcoholic,is_vegetarian_item,is_vegan_item,has_allergen,is_active,is_deleted,gms_created_on,gms_modified_on,sysinserttime,average_rating,rating_count,norm_ts_name
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-0016b188-0ebf-4f82-b602-af0c30886c54,Taculto - Tacos & Bowls,itm-d0a1a893-3231-4144-8343-913a7832cd72,Craft Your Own - Taco Bowl,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,10.000,2026-07-20 21:08:04.494676,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,bowl craft own taco your
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-0016b188-0ebf-4f82-b602-af0c30886c54,Taculto - Tacos & Bowls,itm-d50bd05f-3d37-4ab3-92f3-5360c65f5a4f,3 Tacos - El Gringo,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,10.000,2026-07-20 21:08:04.666107,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,3 el gringo tacos
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-0016b188-0ebf-4f82-b602-af0c30886c54,Taculto - Tacos & Bowls,itm-dc239e30-bf32-4be5-b641-4c7b7e0e3ff6,3 Tacos - Fuego Gringo,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,10.000,2026-07-20 21:08:04.35361,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,3 fuego gringo tacos
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-0016b188-0ebf-4f82-b602-af0c30886c54,Taculto - Tacos & Bowls,itm-e058dd5e-f97e-46f8-afe4-824db05ee070,3 Tacos - Fire Chicken,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,10.000,2026-07-20 21:08:04.95457,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,3 chicken fire tacos
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-0016b188-0ebf-4f82-b602-af0c30886c54,Taculto - Tacos & Bowls,itm-f5150bf5-a101-450c-b84c-0bcd7fe264d4,Bowl - Fire Chicken,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,10.000,2026-07-20 21:08:04.858806,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,bowl chicken fire
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-20470441-306e-4a31-9107-c2e221584c97,Soups,itm-0898de09-e188-4434-af1a-2a77c291d99f,Tomato Basil Bisque,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,5.000,2026-07-20 21:08:04.574604,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,basil bisque tomato
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-20470441-306e-4a31-9107-c2e221584c97,Soups,itm-248d3b18-b33b-4d0c-a676-117efb0eb5fa,Zuppa Salsiccia,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,5.000,2026-07-20 21:08:04.769763,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,salsiccia zuppa
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-20470441-306e-4a31-9107-c2e221584c97,Soups,itm-96496fb4-a393-4fed-ab63-e48ca106564e,Chicken Noodle Soup,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,5.000,2026-07-20 21:08:04.648565,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,chicken noodle soup
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-20470441-306e-4a31-9107-c2e221584c97,Soups,itm-999e7801-1bbc-459c-ad72-b625ff5da656,Pasta e Fagioli,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,5.000,2026-07-20 21:08:04.750249,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,e fagioli pasta
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-20470441-306e-4a31-9107-c2e221584c97,Soups,itm-a355b5ed-f163-495f-9cca-bc2d2fc48ab6,Clam Chowder Soup,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,5.000,2026-07-20 21:08:04.81351,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,chowder clam soup
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-08dc4350-77ad-4381-8b87-e7177ab4161e,Cheerwine,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.988907,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,cheerwine
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-2d484a79-2a2b-48a2-a29b-afefc3d0a0cb,Bottled Soda 20oz,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.910939,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,20oz bottled soda
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-383cd6e1-6af5-4763-a173-f6b73a42493c,Regular Milkshake,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,5.300,2026-07-20 21:08:04.432658,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,milkshake regular
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-38ffd851-a6f1-475b-adc9-3e0c1f885a9c,Orange Sparkling Water - Poland Springs 16 oz.,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.000,2026-07-20 21:08:04.869651,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,16 orange ounce poland sparkling springs water
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-3dda44e7-c61b-4dd8-a80d-4e1cac8328b4,Water - Fiji,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.000,2026-07-20 21:08:04.26483,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,fiji water
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-463966b6-3acc-470a-902a-7292929b020a,Raspberry Lime Sparkling Water - Poland Springs 16 oz.,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.000,2026-07-20 21:08:04.340416,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,16 lime ounce poland raspberry sparkling springs water
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-48a0a9ed-cf84-46a4-8a26-45d1b823c74b,Diet Coke 20 oz,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.669473,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,20 coke diet ounce
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-5ccb7c5d-ff66-4e70-b180-6ba1f41c371a,CocaCola,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.923276,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,cocacola
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-73967330-9129-43a9-8665-415b0fa0ca8a,Saratoga Sparkling,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.778206,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,saratoga sparkling
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-7aac854f-05cc-48f7-967b-033a32592a65,Soda - Hosmer Orange,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.829656,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,hosmer orange soda
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-82629257-5726-4da8-ab9c-8b1fe3c4b160,Soda - Hosmer Black Cherry,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.617602,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,black cherry hosmer soda
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-869491af-d458-442b-861d-4220950fa613,Lemon Sparkling Water - Poland Springs 16 oz.,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.000,2026-07-20 21:08:04.715436,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,16 lemon ounce poland sparkling springs water
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-d4499fda-d3a5-4585-b01e-6f990bfdc3e3,Appetizers,itm-bfa14938-656e-4f71-b2a7-1412d4c32ddb,Nacho,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,25.000,2026-07-20 21:08:04.134829,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-22 07:26:04.699427,2026-07-23 05:44:43.616499,NULL,NULL,nacho
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-a5909612-e628-4cb5-9386-a13f29664b1f,Freaky Dog Birch Beer,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.60988,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,beer birch dog freaky
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-a601f07b-69c3-4c83-8224-1d886b94ec6a,Sprit,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,0.500,2026-07-21 17:23:12.980019,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,True,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,sprit
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-b61ccb82-3a09-47d3-bdad-99de67aefcff,Soda - Sprite,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.228892,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,soda sprite
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-d4da55ef-98a4-4e93-86d8-a4386cd21ddc,Hosmer Birch Beer,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.950926,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,beer birch hosmer
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-e29ff0f3-dc9f-4b4f-92d1-645783922b2b,San Pellegrino 16.9oz,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.28749,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,16 9oz pellegrino san
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-e68b012d-d5ec-4aa2-bc9c-50900526b829,Water - San Pellegrino 16 oz.,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.58894,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,16 ounce pellegrino san water
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-e6a39053-c6e9-418d-bbf4-821cabd05101,Freaky Dog Orange Bite,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.943638,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,bite dog freaky orange
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-e7c58019-839c-4600-8ecd-b59f52df5f45,Soda - Hosmer Root Beer,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,2.600,2026-07-20 21:08:04.877018,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,beer hosmer root soda
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-42303a7b-f4d5-4b41-a9b9-00a80ad2023e,Drinks,itm-fbae59b1-7c83-4ec4-b716-a07ee152a3a7,Bottled Water 16.9oz,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,1.000,2026-07-20 21:08:04.873263,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-20 21:07:59.248527,2026-07-23 05:44:43.616499,NULL,NULL,16 9oz bottled water
org-30b00f49-c9a7-462a-bc5f-c113f4fb8a77,Square Trade Show,loc-c896e94d-f5ee-4466-b4c0-399bbc287fb0,Square Trade,cat-4a8c268f-cf58-4694-aea5-2a6c523cfdf0,Citta Pasta - Sides,itm-2d2d3ff3-1584-4a70-97df-81d5a03116c2,Garlic Bread with Cheese,catlg-c3c0ccc7-4b78-4e29-8653-e1ad80dc52f6,6.000,2026-07-20 21:08:04.257333,0,Item,,NULL,NULL,NULL,False,NULL,NULL,NULL,True,False,2026-07-20 21:07:59.248527,2026-07-22 07:26:04.699428,2026-07-23 05:44:43.616499,NULL,NULL,bread cheese garlic with
