locationid,frequentcustomerid,transactionheaderid,menuitemid,itemname,item_class_type,itemquantity,itemunitprice,numberofitems,ordersubtotal,ordertypelabel,orderdatelocal,businessdate,yyyy,mm,dd,hh,ww,yyww
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000017,itm-05c73b37-1921-404e-b5e4-c28041762f8a,Pineapple(PB),4,1,3.1,5,23.6,DineIn,2026-04-23 21:11:00,2026-04-23,2026,4,23,21,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000018,itm-465af5da-8298-4dda-80ec-363eadf8d231,Build Your Own Bowl (PB),1,1,5.0,4,15.1,DineIn,2026-06-03 21:45:00,2026-06-03,2026,6,3,21,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000018,itm-5ff1a09a-73bc-4510-ad65-a5f5498523f6,Chicken Burrito (PB),1,1,5.0,4,15.1,DineIn,2026-06-03 21:45:00,2026-06-03,2026,6,3,21,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000018,itm-3689d651-2ef5-465c-b226-78098f718aec,Iced Water (PB),3,1,0.1,4,15.1,DineIn,2026-06-03 21:45:00,2026-06-03,2026,6,3,21,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000018,itm-a2440e0d-7594-4e7d-aaa8-5ea1b3ef70ba,Loaded Nachos (PB),2,1,5.0,4,15.1,DineIn,2026-06-03 21:45:00,2026-06-03,2026,6,3,21,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000019,itm-3689d651-2ef5-465c-b226-78098f718aec,Iced Water (PB),3,1,0.1,2,8.1,DineIn,2026-05-05 14:59:00,2026-05-05,2026,5,5,14,19,202619
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000019,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,2,8.1,DineIn,2026-05-05 14:59:00,2026-05-05,2026,5,5,14,19,202619
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-000020,itm-1b00162e-bee1-492b-972f-631a50ce68da,Veggie Taco (PB),1,1,4.0,3,16.5,DineIn,2026-06-04 08:07:00,2026-06-04,2026,6,4,8,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-000020,itm-aedd3455-d266-40b4-a287-4fa938afe0d0,Build Your Own Tacos (PB),1,2,4.0,3,16.5,DineIn,2026-06-04 08:07:00,2026-06-04,2026,6,4,8,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150836727,ORD-000020,itm-e5ff0495-3c2a-4c6d-97d7-0c1caf7e1978,Veggie Burrito (PB),1,1,4.5,3,16.5,DineIn,2026-06-04 08:07:00,2026-06-04,2026,6,4,8,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150834768,ORD-000021,itm-fa906c20-2d01-4c89-ba3b-c4b96e7380ad,Beef Taco (PB),1,1,5.0,5,31.1,DineIn,2026-06-07 13:01:00,2026-06-07,2026,6,7,13,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150834768,ORD-000021,itm-063f60b9-c441-4be4-90e7-605b47579670,Pico’s Birria Taco(PB),1,1,6.0,5,31.1,DineIn,2026-06-07 13:01:00,2026-06-07,2026,6,7,13,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150834768,ORD-000021,itm-3433fa46-2da0-46ce-bcd1-dbe3eb289c05,Chicken Taco (PB),1,2,4.5,5,31.1,DineIn,2026-06-07 13:01:00,2026-06-07,2026,6,7,13,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150834768,ORD-000021,itm-05c73b37-1921-404e-b5e4-c28041762f8a,Pineapple(PB),4,1,3.1,5,31.1,DineIn,2026-06-07 13:01:00,2026-06-07,2026,6,7,13,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150834768,ORD-000021,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,5,31.1,DineIn,2026-06-07 13:01:00,2026-06-07,2026,6,7,13,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000022,itm-766ef0e9-02b6-4894-ade0-48a21588b4b9,Chicken Burrito Bowl (PB),1,1,5.5,3,6.2,DineIn,2026-04-22 19:40:00,2026-04-22,2026,4,22,19,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000022,itm-3a06733d-656b-4b31-932d-de5e6d3d8b96,Unsweetened Iced Tea (PB),3,1,0.2,3,6.2,DineIn,2026-04-22 19:40:00,2026-04-22,2026,4,22,19,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000022,itm-595b18a7-a24b-44e5-9353-8b6b3ed89c70,Chips And Queso (PB),2,1,0.5,3,6.2,DineIn,2026-04-22 19:40:00,2026-04-22,2026,4,22,19,17,202617
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-000024,itm-a2440e0d-7594-4e7d-aaa8-5ea1b3ef70ba,Loaded Nachos (PB),2,1,5.0,4,24.990000000000002,DineIn,2026-04-04 20:31:00,2026-04-04,2026,4,4,20,14,202614
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-000024,itm-316f6a0e-a859-4a88-a11f-b93ad7deb418,Ground Beef Burrito (PB),1,1,6.0,4,24.990000000000002,DineIn,2026-04-04 20:31:00,2026-04-04,2026,4,4,20,14,202614
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-000024,itm-00e21783-0055-4284-8f54-6cae620eea27,Fried Ice Cream (PB),4,1,6.0,4,24.990000000000002,DineIn,2026-04-04 20:31:00,2026-04-04,2026,4,4,20,14,202614
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-000024,itm-8b86e5de-889d-4c5a-bf14-8ba058a4101d,Pulled Pork Taco (PB),1,1,7.99,4,24.990000000000002,DineIn,2026-04-04 20:31:00,2026-04-04,2026,4,4,20,14,202614
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000028,itm-35bec1d6-948f-4e51-adc5-1daf849b902f,Mandarin(PB),4,1,3.1,3,20.1,DineIn,2026-04-28 13:56:00,2026-04-28,2026,4,28,13,18,202618
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000028,itm-1b92e7f0-cc3e-4867-89b2-8c8ac9f58345,Pico’s Al Pastor Taco(PB),1,2,5.5,3,20.1,DineIn,2026-04-28 13:56:00,2026-04-28,2026,4,28,13,18,202618
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000028,itm-a3299a4e-fd91-4a6b-9015-bf458ce6eeac,Shrimp Taco (PB),1,1,6.0,3,20.1,DineIn,2026-04-28 13:56:00,2026-04-28,2026,4,28,13,18,202618
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000029,itm-766ef0e9-02b6-4894-ade0-48a21588b4b9,Chicken Burrito Bowl (PB),1,1,5.5,3,13.6,DineIn,2026-05-12 14:09:00,2026-05-12,2026,5,12,14,20,202620
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000029,itm-3689d651-2ef5-465c-b226-78098f718aec,Iced Water (PB),3,1,0.1,3,13.6,DineIn,2026-05-12 14:09:00,2026-05-12,2026,5,12,14,20,202620
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000029,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,3,13.6,DineIn,2026-05-12 14:09:00,2026-05-12,2026,5,12,14,20,202620
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000033,itm-316f6a0e-a859-4a88-a11f-b93ad7deb418,Ground Beef Burrito (PB),1,1,6.0,9,72.37,DineIn,2026-05-20 08:16:00,2026-05-20,2026,5,20,8,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000033,itm-465af5da-8298-4dda-80ec-363eadf8d231,Build Your Own Bowl (PB),1,1,5.0,9,72.37,DineIn,2026-05-20 08:16:00,2026-05-20,2026,5,20,8,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000033,itm-063f60b9-c441-4be4-90e7-605b47579670,Pico’s Birria Taco(PB),1,3,6.0,9,72.37,DineIn,2026-05-20 08:16:00,2026-05-20,2026,5,20,8,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000033,itm-8b86e5de-889d-4c5a-bf14-8ba058a4101d,Pulled Pork Taco (PB),1,3,7.99,9,72.37,DineIn,2026-05-20 08:16:00,2026-05-20,2026,5,20,8,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000033,itm-fa906c20-2d01-4c89-ba3b-c4b96e7380ad,Beef Taco (PB),1,1,5.0,9,72.37,DineIn,2026-05-20 08:16:00,2026-05-20,2026,5,20,8,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000033,itm-8f3457a8-35ef-435b-8ea4-1b103db2834b,Sweetened Iced Tea (PB),3,1,0.2,9,72.37,DineIn,2026-05-20 08:16:00,2026-05-20,2026,5,20,8,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000033,itm-0d9e6750-2d85-47db-b00f-386598dd917e,Passion Fruit(PB),4,1,3.1,9,72.37,DineIn,2026-05-20 08:16:00,2026-05-20,2026,5,20,8,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000033,itm-e5919685-4155-4ae9-91dd-514819908649,Mango(PB),4,1,3.1,9,72.37,DineIn,2026-05-20 08:16:00,2026-05-20,2026,5,20,8,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000033,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,9,72.37,DineIn,2026-05-20 08:16:00,2026-05-20,2026,5,20,8,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-000036,itm-fe8fca2b-6a98-484a-ba80-e1f7b86118fb,Build Your Own Burrito (PB),1,1,4.5,3,15.6,DineIn,2026-05-18 19:23:00,2026-05-18,2026,5,18,19,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-000036,itm-05c73b37-1921-404e-b5e4-c28041762f8a,Pineapple(PB),4,1,3.1,3,15.6,DineIn,2026-05-18 19:23:00,2026-05-18,2026,5,18,19,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-000036,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,3,15.6,DineIn,2026-05-18 19:23:00,2026-05-18,2026,5,18,19,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000037,itm-b1ec98e0-4668-4fb8-9d43-a83184aaaffa,Beef Burrito Bowl(PB),1,1,6.0,3,6.7,DineIn,2026-04-12 20:15:00,2026-04-12,2026,4,12,20,15,202615
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000037,itm-8f3457a8-35ef-435b-8ea4-1b103db2834b,Sweetened Iced Tea (PB),3,1,0.2,3,6.7,DineIn,2026-04-12 20:15:00,2026-04-12,2026,4,12,20,15,202615
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000037,itm-595b18a7-a24b-44e5-9353-8b6b3ed89c70,Chips And Queso (PB),2,1,0.5,3,6.7,DineIn,2026-04-12 20:15:00,2026-04-12,2026,4,12,20,15,202615
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000039,itm-1b92e7f0-cc3e-4867-89b2-8c8ac9f58345,Pico’s Al Pastor Taco(PB),1,1,5.5,4,26.990000000000002,DineIn,2026-05-25 14:10:00,2026-05-25,2026,5,25,14,22,202622
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000039,itm-766ef0e9-02b6-4894-ade0-48a21588b4b9,Chicken Burrito Bowl (PB),1,1,5.5,4,26.990000000000002,DineIn,2026-05-25 14:10:00,2026-05-25,2026,5,25,14,22,202622
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000039,itm-8b86e5de-889d-4c5a-bf14-8ba058a4101d,Pulled Pork Taco (PB),1,1,7.99,4,26.990000000000002,DineIn,2026-05-25 14:10:00,2026-05-25,2026,5,25,14,22,202622
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000039,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,4,26.990000000000002,DineIn,2026-05-25 14:10:00,2026-05-25,2026,5,25,14,22,202622
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000040,itm-21f0d419-1743-4388-a2b6-b88860ad0d2b,Shrimp Burrito Bowl (PB),1,1,7.0,4,21.1,DineIn,2026-06-27 13:35:00,2026-06-27,2026,6,27,13,26,202626
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000040,itm-871941bb-4a43-4efc-9724-e9c0b50dedd7,Lime(PB),4,1,3.1,4,21.1,DineIn,2026-06-27 13:35:00,2026-06-27,2026,6,27,13,26,202626
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000040,itm-a2440e0d-7594-4e7d-aaa8-5ea1b3ef70ba,Loaded Nachos (PB),2,1,5.0,4,21.1,DineIn,2026-06-27 13:35:00,2026-06-27,2026,6,27,13,26,202626
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000040,itm-00e21783-0055-4284-8f54-6cae620eea27,Fried Ice Cream (PB),4,1,6.0,4,21.1,DineIn,2026-06-27 13:35:00,2026-06-27,2026,6,27,13,26,202626
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150834768,ORD-000041,itm-3433fa46-2da0-46ce-bcd1-dbe3eb289c05,Chicken Taco (PB),1,1,4.5,3,8.1,DineIn,2026-06-07 12:30:00,2026-06-07,2026,6,7,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150834768,ORD-000041,itm-05c73b37-1921-404e-b5e4-c28041762f8a,Pineapple(PB),4,1,3.1,3,8.1,DineIn,2026-06-07 12:30:00,2026-06-07,2026,6,7,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150834768,ORD-000041,itm-595b18a7-a24b-44e5-9353-8b6b3ed89c70,Chips And Queso (PB),2,1,0.5,3,8.1,DineIn,2026-06-07 12:30:00,2026-06-07,2026,6,7,12,23,202623
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000046,itm-21f0d419-1743-4388-a2b6-b88860ad0d2b,Shrimp Burrito Bowl (PB),1,1,7.0,7,27.19,DineIn,2026-05-24 12:27:00,2026-05-24,2026,5,24,12,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000046,itm-aedd3455-d266-40b4-a287-4fa938afe0d0,Build Your Own Tacos (PB),1,1,4.0,7,27.19,DineIn,2026-05-24 12:27:00,2026-05-24,2026,5,24,12,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000046,itm-465af5da-8298-4dda-80ec-363eadf8d231,Build Your Own Bowl (PB),1,1,5.0,7,27.19,DineIn,2026-05-24 12:27:00,2026-05-24,2026,5,24,12,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000046,itm-aedd3455-d266-40b4-a287-4fa938afe0d0,Build Your Own Tacos (PB),1,1,4.0,7,27.19,DineIn,2026-05-24 12:27:00,2026-05-24,2026,5,24,12,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000046,itm-871941bb-4a43-4efc-9724-e9c0b50dedd7,Lime(PB),4,1,3.1,7,27.19,DineIn,2026-05-24 12:27:00,2026-05-24,2026,5,24,12,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000046,itm-d606bfb8-dc01-40cd-a500-88e1e20911b8,Soft Drink (PB),3,1,0.99,7,27.19,DineIn,2026-05-24 12:27:00,2026-05-24,2026,5,24,12,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000046,itm-5eba8035-14f7-49e6-9150-4846b539d451,Fruit Punch(PB),4,1,3.1,7,27.19,DineIn,2026-05-24 12:27:00,2026-05-24,2026,5,24,12,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000047,itm-7a161dbe-2583-4cca-a300-e81c7241b2c3,Chips and Salsa (PB),2,1,2.5,1,2.5,DineIn,2026-06-15 12:59:00,2026-06-15,2026,6,15,12,25,202625
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000048,itm-5be94727-3dcc-46a9-8595-b59e07dde0c5,Lemonade (PB),3,1,0.2,2,4.2,DineIn,2026-05-09 13:31:00,2026-05-09,2026,5,9,13,19,202619
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000048,itm-e662409e-8bef-4774-b4a7-76369395ef00,Elotes (PB),2,1,4.0,2,4.2,DineIn,2026-05-09 13:31:00,2026-05-09,2026,5,9,13,19,202619
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150835654,ORD-000050,itm-ce9fa280-a2b2-4305-a5f4-16c473bc220f,Chicken Quesadilla (PB),1,1,4.99,3,16.09,DineIn,2026-05-25 21:52:00,2026-05-25,2026,5,25,21,22,202622
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150835654,ORD-000050,itm-5eba8035-14f7-49e6-9150-4846b539d451,Fruit Punch(PB),4,1,3.1,3,16.09,DineIn,2026-05-25 21:52:00,2026-05-25,2026,5,25,21,22,202622
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150835654,ORD-000050,itm-e3623351-09bd-4e03-8b7f-20803e017255,Churros (PB),4,1,8.0,3,16.09,DineIn,2026-05-25 21:52:00,2026-05-25,2026,5,25,21,22,202622
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150841657,ORD-000056,itm-4928ee80-e99b-4eb2-8b7a-f3356cbdb2aa,Tres Leches Cake(PB),4,1,6.0,1,6.0,DineIn,2026-05-25 14:48:00,2026-05-25,2026,5,25,14,22,202622
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000057,itm-b1ec98e0-4668-4fb8-9d43-a83184aaaffa,Beef Burrito Bowl(PB),1,1,6.0,2,9.1,DineIn,2026-05-22 12:40:00,2026-05-22,2026,5,22,12,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000057,itm-e5919685-4155-4ae9-91dd-514819908649,Mango(PB),4,1,3.1,2,9.1,DineIn,2026-05-22 12:40:00,2026-05-22,2026,5,22,12,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000058,itm-46894bf7-69ab-4f6d-8f88-6f315ef193e3,Carnitas Burrito Bowl (PB),1,1,6.0,1,6.0,DineIn,2026-04-15 12:25:00,2026-04-15,2026,4,15,12,16,202616
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150835654,ORD-000061,itm-316f6a0e-a859-4a88-a11f-b93ad7deb418,Ground Beef Burrito (PB),1,1,6.0,2,6.2,DineIn,2026-05-19 21:44:00,2026-05-19,2026,5,19,21,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,gfc-202607150835654,ORD-000061,itm-3a06733d-656b-4b31-932d-de5e6d3d8b96,Unsweetened Iced Tea (PB),3,1,0.2,2,6.2,DineIn,2026-05-19 21:44:00,2026-05-19,2026,5,19,21,21,202621
loc-7e11383c-03a8-40bb-866e-ec596d780773,,ORD-000062,itm-5ff1a09a-73bc-4510-ad65-a5f5498523f6,Chicken Burrito (PB),1,1,5.0,2,5.2,DineIn,2026-06-10 14:49:00,2026-06-10,2026,6,10,14,24,202624
